20200208,浦东,曹路,小巧的户型，温馨的家，采光充足，居住舒适。必看好房,219万,1室1厅 | 56.29平米 | 南 | 精装 | 中楼层(共24层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-ea119e69-8eff-41f4-848a-3e783d52f7e8.jpg.296x216.jpg
20200208,浦东,曹路,老业主诚意急卖好房！急售！高关注度好房，省钱、省心,268万,1室2厅 | 70.66平米 | 南 | 精装 | 高楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-a9a89ed6-cf99-411e-a2c9-e5ea774228e4.jpg.296x216.jpg
20200208,浦东,曹路,丰怡苑，南北户型，毛坯两房，按需装修,310万,2室2厅 | 89.86平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-185ac568-7665-4374-a965-334679bb6017.png.296x216.jpg
20200208,浦东,曹路,采光充足，诚心出售，看房方便，自住装修,248万,2室2厅 | 71.67平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_WQvfBRGiW_1.jpg.296x216.jpg
20200208,浦东,曹路,一手动迁，小区门口就是曹路地铁站，出行方便,295万,2室2厅 | 84平米 | 南 北 | 简装 | 低楼层(共18层) | 2014年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_3xST84jns_1.jpg.296x216.jpg
20200208,浦东,曹路,楼层位置好，双南房型，地理位置好,260万,2室2厅 | 74.27平米 | 南 | 毛坯 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_hPdptxmti_1.jpg.296x216.jpg
20200208,浦东,曹路,精装修 低楼层 拎包入住 户型方正 房东诚心出售！,255万,2室1厅 | 64.33平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_eCwwK9Cgc_1.jpg.296x216.jpg
20200208,浦东,曹路,曹路大两房  05年商品房  位置佳  民雷路地铁站,350万,2室2厅 | 86.42平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_R8mOXkVcE_1.jpg.296x216.jpg
20200208,浦东,曹路,02年商品房，满五年唯一，地理位置好,298万,2室1厅 | 69.69平米 | 南 北 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_0wfjSxRot_1.jpg.296x216.jpg
20200208,浦东,曹路,采光充足，自住装修，近9号线地铁顾唐路,258万,1室1厅 | 49.9平米 | 南 北 | 简装 | 中楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_dkkt87Rb6_1.jpg.296x216.jpg
20200208,浦东,曹路,佳伟景苑 两房精装 房东诚心出售 看房方便,285万,2室1厅 | 74.37平米 | 南 | 精装 | 低楼层(共6层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_W2arKhpYW_1.jpg.296x216.jpg
20200208,浦东,曹路,小区中间位置，中间楼层，高关注度两房！,315万,2室2厅 | 84.55平米 | 南 | 简装 | 中楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_86Z4ugrZV_1.jpg.296x216.jpg
20200208,浦东,曹路,176弄两房朝南  满五唯一  配套齐全  欲购从速,260万,2室1厅 | 69.6平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qRJaixNBq_1.jpg.296x216.jpg
20200208,浦东,曹路,一手动迁，满五不唯一，看房方便，中等装修,299万,2室1厅 | 71.23平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_dKcVS02ht_1.jpg.296x216.jpg
20200208,浦东,曹路,佳伟景苑两房 一手动迁  交通便,284万,2室1厅 | 74.93平米 | 南 | 简装 | 中楼层(共14层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_tAI2ULhG7_1.jpg.296x216.jpg
20200208,浦东,曹路,婚房装修，楼层位置都不错，看房的可以预约起来~,285万,2室1厅 | 75.95平米 | 南 | 精装 | 中楼层(共14层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_UaCw8yuRW_1.jpg.296x216.jpg
20200208,浦东,曹路,三房精装，莅临地铁，交通方便，房东诚心出售。,475万,3室2厅 | 116.31平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_O0PofdTQN_1.jpg.296x216.jpg
20200208,浦东,曹路,房本满五年，随时可看！客厅带大阳台，高关注度好房！,325万,2室2厅 | 86.28平米 | 南 西南 北 | 精装 | 中楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-082da17b-0da9-4d42-be61-45a7f58cf46f.jpg.296x216.jpg
20200208,浦东,曹路,精装修小两房  配套齐全 交通便利,250万,2室1厅 | 70.6平米 | 南 | 精装 | 低楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-c7bfc023-d930-4350-9056-132cbedf9a65.jpg.296x216.jpg
20200208,浦东,曹路,南北通大两房 ，近9号线地铁站 ，诚心出售 ，看房方便,425万,2室1厅 | 89平米 | 南 | 简装 | 低楼层(共11层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-4714ef39-231a-49fe-ba37-7e0a35cd5277.png.296x216.jpg
20200208,浦东,曹路,阳光苑三房朝南一梯两户户型方正满五唯一 看房方便房主自荐,278万,3室1厅 | 86.44平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_g595NIxZw_1.jpg.296x216.jpg
20200208,浦东,曹路,两室两卫户型，南北通透，楼层好，采光充足，居住舒适,325万,2室2厅 | 90.85平米 | 南 北 | 简装 | 中楼层(共6层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ni8N38LYk_1.jpg.296x216.jpg
20200208,浦东,曹路,曹路地铁覆盖区 繁华地段 中间楼层 居家装修,293万,3室1厅 | 82.7平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-4b6dc2b6-04b1-414f-86c0-4133de7f7020.jpg.296x216.jpg
20200208,浦东,曹路,龚华新村 3室1厅 278万,278万,3室1厅 | 88平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-dbc76455-ad70-4ce0-bf11-4357ca77d93f.jpg.296x216.jpg
20200208,浦东,曹路,诚心出售，采光充足，自住装修，全明户型，格局方正,420万,2室1厅 | 89.42平米 | 南 | 精装 | 低楼层(共9层) | 2010年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-14e47b6e-c975-4688-83c3-9bc5607f5dc4.jpg.296x216.jpg
20200208,浦东,曹路,丰舍东苑一楼带花园，05年小区，税费低，配套成熟,205万,1室1厅 | 49.12平米 | 南 | 简装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-ae2882bb-5a95-4e2a-bcb5-31ee29e1aed9.jpg.296x216.jpg
20200208,浦东,曹路,业主置换诚意出售，看房随时可看。,320万,2室2厅 | 85.11平米 | 南 | 精装 | 中楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_gzHNztYk3_1.jpg.296x216.jpg
20200208,浦东,曹路,金钻苑 优质两房 精装修 带阁楼 看房方便,355万,2室1厅 | 90.41平米 | 南 北 | 精装 | 高楼层(共6层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_XDqXuniU1_1.jpg.296x216.jpg
20200208,浦东,曹路,交通便利，中楼层，位置佳，采光好，房东诚意出售,165万,1室1厅 | 42.73平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-d208f440-2536-4046-b089-812415d0fb89.jpg.296x216.jpg
20200208,浦东,曹路,星颂家园 地铁两房 一手动迁 税少 随时看房,278万,2室1厅 | 73.24平米 | 南 北 | 毛坯 | 高楼层(共18层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_QGC0YxVMz_1.jpg.296x216.jpg
20200208,浦东,曹路,一套有想法的房子 万科品质别墅，近地铁宝龙广场,1430万,5室3厅 | 245平米 | 南 | 精装 | 3层 | 2011年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc55d5a1f-2b4a-4b7d-a930-e33d59e29db2.jpg.296x216.jpg
20200208,浦东,曹路,金钻苑三房，无遮挡 ，毛坯可自行装修， 看房随时。,365万,3室2厅 | 111.81平米 | 南 北 | 毛坯 | 低楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20160723/656edda2-72f2-4ba9-80a3-f0824c1da3d4.jpg.296x216.jpg
20200208,浦东,曹路,金钻苑 双南，近地铁800米 买进价高税费低,215万,1室1厅 | 53.5平米 | 南 | 精装 | 高楼层(共6层) | 2009年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20171126/c2afcfa2-ed73-4099-87b7-e45d6958c78f.jpg.296x216.jpg
20200208,浦东,曹路,中虹一手动迁两房，纯毛坯，户型好，业主诚心出售,277万,2室1厅 | 71.2平米 | 南 北 | 毛坯 | 低楼层(共18层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada66183d3-667e-4530-abd1-50329417dfb7.jpg.296x216.jpg
20200208,浦东,曹路,紧凑型一房，看房有租客，提前预约，随时方便,215万,1室1厅 | 56.32平米 | 南 | 毛坯 | 低楼层(共24层) | 2011年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170206/4508b83d-8ca2-458a-b4bc-f5918127a019.jpg.296x216.jpg
20200208,浦东,曹路,一梯两户电梯房 600米到9号线 精装直接入住 看房随时,480万,3室2厅 | 126.86平米 | 南 北 | 精装 | 低楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-85e0eced-00c2-4499-86d9-c8e7f3d0928c.jpg.296x216.jpg
20200208,浦东,曹路,北进门、南花园、采光好、精装修、满五年、诚心出售。,1120万,3室2厅 | 181.29平米 | 南 | 精装 | 3层 | 2005年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/shfdfs-image/20161016/18e730aa-70bf-4cfb-a5d8-e7e3d977642e.jpg.296x216.jpg
20200208,浦东,曹路,02年商品房，房子带阁楼，位置好，生活设施齐全,378万,2室2厅 | 86.67平米 | 南 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/1410bab8-8c56-4d3d-b1a6-b1f94a5ac86a.jpg.296x216.jpg
20200208,浦东,曹路,舜峰家苑精装两房，采光好，楼层好，位置佳,295万,2室2厅 | 76.96平米 | 南 | 简装 | 高楼层(共11层) | 2010年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_FxKxxBSox_1.jpg.296x216.jpg
20200208,浦东,曹路,舜峰家苑两房诚意出售楼层位置佳,290万,2室1厅 | 76.09平米 | 南 | 毛坯 | 高楼层(共11层) | 2010年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170304/a752e7e9-e220-4788-84fa-1cd870fcf4ec.jpg.296x216.jpg
20200208,浦东,曹路,高区景观三房，动迁少税，诚意出售。,420万,3室2厅 | 115.68平米 | 南 | 简装 | 中楼层(共24层) | 2011年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170427/22530bab-8e1c-4799-9828-2cc67a5e375f.jpg.296x216.jpg
20200208,浦东,曹路,万科高私密性别墅 中间套 南进门 采光佳,1320万,4室2厅 | 257.61平米 | 南 | 毛坯 | 3层 | 2011年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/310000-inspection/2bf6dc40-c319-44e4-8f68-065b0e5bbdb9.jpg.296x216.jpg
20200208,浦东,曹路,星金一房 次新房 房型方正 一手动迁 满五唯一 可谈,192万,1室1厅 | 51.06平米 | 南 | 毛坯 | 低楼层(共18层) | 2012年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20161218/3df39639-e2e1-48c9-b0ef-e4919119b2d3.jpg.296x216.jpg
20200208,浦东,曹路,环外临河独幢别墅，花园大位置好，近家乐福和宝龙广场,2900万,4室3厅 | 580.16平米 | 南 | 毛坯 | 2层 | 2007年建 | 板楼 | 独栋别墅,https://image1.ljcdn.com/310000-inspection/5f9aae33-6235-4a6c-8143-832e34968d44.jpg.296x216.jpg
20200208,浦东,曹路,联排别墅 有车位 花园100多平 有议价空间 位置安静,1390万,4室2厅 | 244.83平米 | 南 北 | 精装 | 3层 | 2004年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/310000-inspection/8e420371-12d1-4e87-a2fd-6d0c525f0ee6.jpg.296x216.jpg
20200208,浦东,曹路,丰舍东苑大三房+带阁楼+带露台+近地铁,479万,3室2厅 | 118.9平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8f5c94d6-f48e-4475-8526-3d3db14d2cdc.jpg.296x216.jpg
20200208,浦东,曹路,诚心出售，户型好，双卫，采光足，通风好,410万,3室2厅 | 120.59平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_65zL38uKD_1.jpg.296x216.jpg
20200208,浦东,曹路,离九号线600米 直接入住精装修  商品房环境好 非底楼,360万,2室2厅 | 87.55平米 | 南 北 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-b9cc7b4d-ad93-4362-9074-729e59515b08.jpg.296x216.jpg
20200208,浦东,曹路,青砖灰瓦 徽派建筑 院外繁华与院内静谧 双车位,1300万,4室2厅 | 267平米 | 南 | 毛坯 | 3层 | 2011年建 | 板楼 | 联排别墅,https://image1.ljcdn.com/shfdfs-image/20160115/55de3018-345d-4510-b6e4-0ef451744646.jpg.296x216.jpg
20200208,浦东,曹路,丰舍西苑 2室1厅 300万,300万,2室1厅 | 70.17平米 | 南 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_xKL8ZS6j9_1.jpg.296x216.jpg
20200208,浦东,曹路,阳光苑 方正三房 看房随时    业主诚心 近地铁,275万,3室1厅 | 86平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e84a8b80-70e5-42f8-b91d-222b912fe86e.jpg.296x216.jpg
20200208,浦东,曹路,新芳邻 2002年商品房  房型方正带阁楼复式，可谈。,379万,2室2厅 | 86.67平米 | 南 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170325/d62e7f27-719d-4d10-8701-7854006a3432.jpg.296x216.jpg
20200208,浦东,曹路,中虹家园  两室南北户型  进花园位置  中间楼层,270万,2室1厅 | 70.79平米 | 南 北 | 毛坯 | 中楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-19d7c4c4-423d-4cae-954a-a40cd11c3ad3.png.296x216.jpg
20200208,浦东,曹路,丰舍西苑南北两房精装修 采光好，顶楼带露台,295万,2室1厅 | 71.42平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e34374fb-983f-4fb4-87d3-95c8f11b26aa.jpg.296x216.jpg
20200208,浦东,曹路,精装拐角三阳台户型，精装三年，满五唯一房主自荐,418万,2室2厅 | 91.8平米 | 西南 | 精装 | 高楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_yFtZo99nq_1.jpg.296x216.jpg
20200208,浦东,曹路,满五年唯一，配套成熟，户型正气采光好。,300万,3室1厅 | 87.06平米 | 南 | 精装 | 高楼层(共7层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-72962ae6-6da4-4221-8d50-a98a4110d453.jpg.296x216.jpg
20200208,浦东,曹路,丰舍东苑简装三房，户型方正，得房率高，业主诚意。,460万,3室2厅 | 118.7平米 | 南 | 简装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HMsOyxH8i_1.jpg.296x216.jpg
20200208,浦东,曹路,此房一手动迁税费少，双南户型采光好,290万,2室1厅 | 74.53平米 | 南 | 毛坯 | 16层 | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_87kJPVqaE_1.jpg.296x216.jpg
20200208,浦东,曹路,一手动迁 税费低  位置佳 采光足,330万,2室2厅 | 84.38平米 | 南 | 毛坯 | 低楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qc3SmZOWO_1.jpg.296x216.jpg
20200208,浦东,曹路,面朝水岸、电梯中层、景观位置、带地下产权车位,630万,3室2厅 | 128.42平米 | 南 | 精装 | 中楼层(共9层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_n0Ss1tZNo_1.jpg.296x216.jpg
20200208,浦东,曹路,地铁口900米  两卫大三房  南北通风 一手动迁税少,465万,3室2厅 | 131.25平米 | 南 | 简装 | 中楼层(共6层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KZnjEAmKt_1.jpg.296x216.jpg
20200208,浦东,曹路,民建大两房，五楼平层带露台，楼上带阁楼，一手动迁，,350万,2室1厅 | 71.23平米 | 南 | 简装 | 高楼层(共5层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LIGLi8qyj_1.jpg.296x216.jpg
20200208,浦东,曹路,上川路1638弄，川沙路，税费低，高楼层，位置好,280万,2室1厅 | 93.94平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_W1BxfCO0e_1.jpg.296x216.jpg
20200208,浦东,曹路,徽派风格大双拼满五唯一免个税 置换急售在等你,2580万,4室3厅 | 544.43平米 | 南 | 精装 | 3层 | 2011年建 | 板楼 | 双拼别墅,https://image1.ljcdn.com/310000-inspection/8a393018-4649-4ea3-bc3b-78ebbdf12f62.jpg.296x216.jpg
20200208,浦东,曹路,此房位于四楼 无阁楼 户型图错误 满五年唯一的小两房,329万,2室1厅 | 64平米 | 南 北 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-d503a0d3-9a9f-4304-912c-b393568fe069.jpg.296x216.jpg
20200208,浦东,曹路,小区很好位置，交通便利，出行方便，业主诚心出售房主自荐,380万,2室2厅 | 82.46平米 | 南 | 简装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_dcdrmgcKH_1.jpg.296x216.jpg
20200208,浦东,曹路,近地铁，丰怡苑，大两房，原始户型,300万,2室1厅 | 88平米 | 南 北 | 简装 | 低楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fEZTcEs2S_1.jpg.296x216.jpg
20200208,浦东,曹路,双南户型 前面无遮挡 离9号线近 房龄新环境好,275万,2室1厅 | 75.4平米 | 南 | 精装 | 低楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/shfdfs-image/20170829/30fecd71-0a8c-46d5-afa8-9efde11699b1.jpg.296x216.jpg
20200208,浦东,曹路,万科带电梯精装别墅，业主诚意，看中可签字。,2600万,5室3厅 | 546.88平米 | 南 北 | 精装 | 3层 | 2011年建 | 板楼 | 双拼别墅,https://image1.ljcdn.com/310000-inspection/a725f8ff-68a0-4267-9e9e-a75919631873.jpg.296x216.jpg
20200208,浦东,曹路,曹路两房，楼层好，位置佳，视野开阔,290万,2室1厅 | 76.46平米 | 南 | 简装 | 高楼层(共11层) | 2010年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-ef9a11a5-7f9f-466c-99de-c5f72071c8b8.jpg.296x216.jpg
20200208,浦东,曹路,此房一手动迁满五年，距离曹路站557米，步行即可达,290万,2室2厅 | 84.91平米 | 南 | 毛坯 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_MKBFstW0r_1.jpg.296x216.jpg
20200208,浦东,曹路,舜峰家苑南北通两房 毛坯景观楼层靠河视野好 动迁房,295万,2室2厅 | 75.89平米 | 南 | 毛坯 | 高楼层(共11层) | 2010年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_nPc0jpYj5_1.jpg.296x216.jpg
20200208,浦东,曹路,新上精装两房 高品质商品房 南北通透 满五唯一税少,305万,2室2厅 | 71.07平米 | 南 北 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_0doApWH5s_1.jpg.296x216.jpg
20200208,浦东,曹路,满五唯一税费少，曹路宜居好住宅,280万,2室2厅 | 73.24平米 | 南 | 精装 | 低楼层(共18层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qGpS9r81h_1.jpg.296x216.jpg
20200208,浦东,曹路,曹路两房  打一   模范   双阳台  诚心出售,300万,2室1厅 | 79.86平米 | 南 | 简装 | 16层 | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_WmoZLF2Ct_1.jpg.296x216.jpg
20200208,浦东,曹路,地铁沿线，视野开阔，拎包入住，配套齐全,165万,1室1厅 | 42.73平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_x6Slio80D_1.jpg.296x216.jpg
20200208,浦东,曹路,高关注度好房，众望所归的：省钱、省心！业主诚意急卖,315万,2室2厅 | 89平米 | 南 | 简装 | 低楼层(共11层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-36c1326e-a24f-4ed6-a1b6-90accb698177.jpg.296x216.jpg
20200208,浦东,曹路,金领精装一改二72平小两房，靠西门好位置好楼层！,274万,1室2厅 | 72.1平米 | 南 | 精装 | 高楼层(共11层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_L0TpFBy6l_1.jpg.296x216.jpg
20200208,浦东,曹路,民胜苑，满五唯一，看房方便，中等装修,300万,2室1厅 | 76.07平米 | 南 | 简装 | 中楼层(共5层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_c1B0TLsDu_1.jpg.296x216.jpg
20200208,浦东,曹路,9号线地铁顾唐站复式房，南北户型，小区位置安静,570万,6室2厅 | 117.27平米 | 南 | 简装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6456efd3-7948-45da-a482-0c47ef54b0f4.png.296x216.jpg
20200208,浦东,曹路,9号线地铁顾唐路站，蝴蝶户型南北通3房。位置佳！,520万,3室2厅 | 116.09平米 | 南 北 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-4a0445f9-3621-449f-8089-d85f0199c771.jpg.296x216.jpg
20200208,浦东,曹路,楼层好，户型正，业主诚意出售，看房方便,270万,1室1厅 | 71.43平米 | 南 | 精装 | 高楼层(共10层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_2vUw5CueG_1.jpg.296x216.jpg
20200208,浦东,曹路,一手动迁两房 南北户型双阳台 小区环境好采光好,300万,2室1厅 | 78.25平米 | 南 | 毛坯 | 16层 | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_KJ2E9IcK1_1.jpg.296x216.jpg
20200208,浦东,曹路,户型不错，交通便利，近上川路配套齐全生活方便。,282万,3室1厅 | 86平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-dcc09579-993f-4764-bfee-b774f5e32e95.jpg.296x216.jpg
20200208,浦东,曹路,此房满五唯一，无个税,位置好，无遮挡.,460万,3室2厅 | 118.7平米 | 南 | 简装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_hpIfRahiz_1.jpg.296x216.jpg
20200208,浦东,曹路,带大面积地下室、地铁沿线低密度小区大三房房主自荐,585万,3室2厅 | 123.1平米 | 南 | 精装 | 低楼层(共9层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-7c13d5da-77df-4c61-b542-5f489fd959e0.jpg.296x216.jpg
20200208,浦东,曹路,房子一手动迁，没有增值税， 个税只有1个点,445万,3室2厅 | 110.8平米 | 南 | 毛坯 | 低楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_3NEwsbKLN_1.jpg.296x216.jpg
20200208,浦东,曹路,极景易家三房两卫带阁楼，南北通透，户型方正,489万,3室2厅 | 122.29平米 | 南 北 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_XqVZhK2nK_1.jpg.296x216.jpg
20200208,浦东,曹路,阳光苑97弄，此房视野宽阔，采光不错，业主诚心出售,308万,3室1厅 | 92.45平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Zi5hfDROh_1.jpg.296x216.jpg
20200208,浦东,曹路,民风小区双南大两房，采光充足。生活方便,290万,2室1厅 | 88.31平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_DJLZW7Oyr_1.jpg.296x216.jpg
20200208,浦东,曹路,电梯高层 南北户型  动迁房新小区 诚心出售价格可刀,440万,3室2厅 | 116平米 | 南 | 毛坯 | 高楼层(共18层) | 2015年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_tzMFKOGxC_1.jpg.296x216.jpg
20200208,浦东,曹路,龚华新村 3室1厅 277万,277万,3室1厅 | 88平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_OVA0jvvpN_1.jpg.296x216.jpg
20200208,浦东,曹路,爱法花园(一期) 2室2厅 390万,390万,2室2厅 | 94.82平米 | 南 北 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HCIrAbtz8_1.jpg.296x216.jpg
20200208,浦东,曹路,银丰苑中间楼层大三房，两厅两卫，一手动迁税费少。,390万,3室2厅 | 110.35平米 | 南 北 | 简装 | 中楼层(共6层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_nQKjiCIPA_1.jpg.296x216.jpg
20200208,浦东,曹路,精装修南北户型，随房附有20平阁楼，视野好，光线足,368万,2室2厅 | 93平米 | 南 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_FnuvX0aUz_1.jpg.296x216.jpg
20200208,浦东,曹路,海尚大三房 一手动迁 采光好 中间楼层,450万,3室2厅 | 116.3平米 | 南 | 简装 | 低楼层(共18层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4IwYH6UDG_1.jpg.296x216.jpg
20200208,浦东,曹路,蝴蝶三房户型，户型方正，业主诚意，随时可签。,398万,3室2厅 | 109平米 | 南 北 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-cd524da7-452f-47a8-b61b-365163fda0d4.png.296x216.jpg
20200208,浦东,曹路,面朝水岸、电梯中层、景观位置、带地下产权车位,640万,3室2厅 | 128.42平米 | 南 | 精装 | 中楼层(共9层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_hZ0DIW5ql_1.jpg.296x216.jpg
