20200208,宝山,大华,近小区花园位置   满五唯一   户型正气必看好房,460万,2室2厅 | 88.38平米 | 南 北 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-328a7051-736b-4f0f-b987-4c8abcc2d6c3.jpg.296x216.jpg
20200208,宝山,大华,大华三村两居室  近M7，多层三楼,340万,2室1厅 | 66.18平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Fu6xjQUST_1.jpg.296x216.jpg
20200208,宝山,大华,康泰新城 1室1厅 300万,300万,1室1厅 | 59.84平米 | 南 | 简装 | 高楼层(共7层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2a113e0e-6ead-444b-94f2-e57a8369fc60.jpg.296x216.jpg
20200208,宝山,大华,非底楼 全明房型 满五唯一 不沿马路不沿街 中新位置,430万,3室1厅 | 79.15平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_v0C0tncYe_1.jpg.296x216.jpg
20200208,宝山,大华,西边套全明户型，双南大两房，满五唯一,385万,2室2厅 | 72.66平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fFppOuxuk_1.jpg.296x216.jpg
20200208,宝山,大华,中间楼层，2+1户型，业主信任我，看房随时方便,425万,3室1厅 | 86.35平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-426d897b-24de-4fbd-a18a-f7804730dcda.jpg.296x216.jpg
20200208,宝山,大华,一楼带大花园   满五唯一   南北通房型,440万,2室2厅 | 80.24平米 | 南 | 精装 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-7c878d25-f363-4ada-9118-7bd516c17f58.jpg.296x216.jpg
20200208,宝山,大华,金地物业 南北通透  一梯两户 4楼  定好新房急售！房主自荐,498万,2室2厅 | 89.76平米 | 南 北 | 精装 | 中楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_nzKpWF4xK_1.jpg.296x216.jpg
20200208,宝山,大华,带大花园 舒适宜居小三房 诚意出售,525万,3室2厅 | 97.83平米 | 南 北 | 简装 | 低楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_yJV8YOl0s_1.jpg.296x216.jpg
20200208,宝山,大华,满五唯一，看房方便 采光好 电梯三房 采光好 不临街,690万,3室2厅 | 121.96平米 | 南 | 简装 | 高楼层(共9层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-89d8b7ac-00eb-4cbe-80f9-667a9c46a797.jpg.296x216.jpg
20200208,宝山,大华,南北直通带双阳台，满五年，3楼，业主诚售，采光好,495万,2室2厅 | 92.25平米 | 南 北 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-4937d806-3972-4412-a0eb-4a62b6d33766.jpg.296x216.jpg
20200208,宝山,大华,品质小区，满五唯一，南北通，精装修，大花园,448万,2室2厅 | 83.68平米 | 南 | 精装 | 低楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-28d783e7-f46a-4082-acc5-ab70167dc705.jpg.296x216.jpg
20200208,宝山,大华,单价低！满五唯一！房子看中价格可谈！看房随时方便。,300万,2室1厅 | 69.06平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-d534372b-0b9f-4037-ae23-91af48f08f61.jpg.296x216.jpg
20200208,宝山,大华,一梯一户，电梯高区，精装修、车位充足、看房方便,560万,2室2厅 | 95.94平米 | 南 | 精装 | 高楼层(共11层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-0f585466-dc0f-44e6-b949-25edf3a6758c.jpg.296x216.jpg
20200208,宝山,大华,复式，楼层佳，采光好，无遮挡，可以看到东方明珠,450万,2室2厅 | 75.92平米 | 南 | 精装 | 18层 | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_JE13L4XO9_1.jpg.296x216.jpg
20200208,宝山,大华,满五唯一，没个税带大花园，实际使用面积多正气两房,430万,2室2厅 | 81.63平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_tRJYnR91H_2.jpg.296x216.jpg
20200208,宝山,大华,电梯双南两房，中间楼层 满五年看房有钥匙,595万,2室2厅 | 106.26平米 | 南 | 简装 | 中楼层(共11层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-4087e2f7-b516-4e91-9455-84bc398674db.jpg.296x216.jpg
20200208,宝山,大华,铂金华府 2室1厅 630万,630万,2室1厅 | 93.37平米 | 南 北 | 其他 | 低楼层(共14层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-950f1da6-785b-460d-ad7c-4cb033f2be2b.jpg.296x216.jpg
20200208,宝山,大华,有入户门厅 二手买入增值税少 沿河观景 诚意出售,485万,1室2厅 | 73平米 | 南 | 精装 | 低楼层(共18层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2914b995-c430-46a3-9e79-39332d5f8230.jpg.296x216.jpg
20200208,宝山,大华,前后无遮挡 南北两房格局好 售后公房,275万,2室1厅 | 63平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-1b0ec8a3-ace8-481f-a873-ffb1f45354af.jpg.296x216.jpg
20200208,宝山,大华,精装修三房，拎包入住。带地下室有窗不潮湿。满五唯一,515万,3室2厅 | 123.34平米 | 南 | 精装 | 低楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-9fa9afc7-ceb1-4569-9d37-da47131d0c6c.jpg.296x216.jpg
20200208,宝山,大华,满五唯一 位置佳无遮挡 诚意急售 来电可看房,545万,2室2厅 | 90.5平米 | 南 北 | 精装 | 低楼层(共18层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-844c052e-9c46-4ca3-8088-b03df91cec43.jpg.296x216.jpg
20200208,宝山,大华,大华中位置 交通便利 全明户型  拎包入住 看房方便,498万,3室1厅 | 110平米 | 南 北 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e6f396ad-f0eb-4822-880a-92a251c7b851.jpg.296x216.jpg
20200208,宝山,大华,一梯两户，客厅自带窗，全明户型，非顶楼位置好,359万,2室1厅 | 69.53平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6a0cc17d-8dfc-4ff2-a375-943e3070ad23.jpg.296x216.jpg
20200208,宝山,大华,非顶楼+双南两房+满五唯一+诚意出售价格可谈房主自荐,320万,2室1厅 | 63.26平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-fb9f890c-e45b-4b47-aee0-7f024d378082.jpg.296x216.jpg
20200208,宝山,大华,近大融城商圈 近地铁 配套齐全 房东置换大房子,305万,2室1厅 | 63.06平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-f3c2876d-a9e7-41dc-8ac8-eae0055f9f53.jpg.296x216.jpg
20200208,宝山,大华,文华苑西边套全明一居室，小清新装修，近7号线地铁,275万,1室1厅 | 57.42平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fp7Jc0wHX_1.jpg.296x216.jpg
20200208,宝山,大华,二手买进买入价高，满五年唯一，户型正气，采光不挡,548万,2室2厅 | 104.51平米 | 南 北 | 精装 | 低楼层(共11层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_mOzEIpHCb_1.jpg.296x216.jpg
20200208,宝山,大华,一房简装，电梯中层，满五唯一，户型方正房主自荐,306万,1室2厅 | 51.5平米 | 南 | 简装 | 18层 | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_4HaQdfgza_1.jpg.296x216.jpg
20200208,宝山,大华,大华虎城商圈旁，近地铁，低总价，看中可签,275万,2室1厅 | 58.81平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_c8DB0daXb_1.jpg.296x216.jpg
20200208,宝山,大华,大华一村  无个税无增值税  步行到地铁300米,440万,2室1厅 | 85.89平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_G05LmxH6d_1.jpg.296x216.jpg
20200208,宝山,大华,大华一村  步行到地铁360米 小区位置佳,355万,2室1厅 | 68.7平米 | 南 北 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_5g3GiLYSa_1.jpg.296x216.jpg
20200208,宝山,大华,晶悦都汇高层三房 自住装修中yang空调+地暖+新风系统,720万,3室2厅 | 119.94平米 | 南 北 | 精装 | 高楼层(共18层) | 2014年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_eKqk6eaEA_1.jpg.296x216.jpg
20200208,宝山,大华,枫庭丽苑 2室2厅 610万,610万,2室2厅 | 105.91平米 | 南 | 精装 | 高楼层(共11层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lP7iSsp9Z_1.jpg.296x216.jpg
20200208,宝山,大华,漂亮的两居室，可拎包入住采光无遮挡房主自荐,500万,2室2厅 | 85.2平米 | 南 | 精装 | 低楼层(共18层) | 2014年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_VOHajNVIn_1.jpg.296x216.jpg
20200208,宝山,大华,免增值税，随时看，毛坯房，采光好，不临街，视野开阔,520万,2室2厅 | 90.87平米 | 东南 | 毛坯 | 18层 | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_InyzMvJNM_1.jpg.296x216.jpg
20200208,宝山,大华,花园景观房，三向朝南，冬天不缺暖阳,505万,2室2厅 | 94.06平米 | 南 | 精装 | 低楼层(共14层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_WAtUsfHlc_1.jpg.296x216.jpg
20200208,宝山,大华,电梯高区，精装修，南北直通2+1！得房率高！房主自荐,560万,3室2厅 | 94.7平米 | 南 | 精装 | 18层 | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_YsQgqSjHQ_1.jpg.296x216.jpg
20200208,宝山,大华,文华苑电梯顶复楼上层高4.9米俯瞰大华全景,1350万,5室3厅 | 240.1平米 | 南 | 精装 | 高楼层(共10层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_71wmNsxG8_1.jpg.296x216.jpg
20200208,宝山,大华,精装修，保养如新，南北通户型，中楼层，税费少,440万,2室2厅 | 86.71平米 | 南 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_p3yFBt3GW_2.jpg.296x216.jpg
20200208,宝山,大华,：大华商圈旁，低楼层一房，诚意出售，可看房,220万,1室1厅 | 41.68平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_wd4oAZf4O.jpg.296x216.jpg
20200208,宝山,大华,房子满5年唯一，一楼带花园，采光充足，看房方便。,480万,2室2厅 | 82.88平米 | 南 | 简装 | 低楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_jFdqDohQk_1.jpg.296x216.jpg
20200208,宝山,大华,18年的装修 小区位置好   进出大门方便  随时交房,230万,1室1厅 | 45.48平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_b2aSNOVxJ_1.jpg.296x216.jpg
20200208,宝山,大华,此房满五唯一二手买进南北通.大华公园世家，采光充足房主自荐,560万,2室2厅 | 96.84平米 | 南 | 精装 | 低楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_7BJOeqq9g_1.jpg.296x216.jpg
20200208,宝山,大华,河景房，全明户型，采光好，满/五/唯/一，税费低，,470万,1室2厅 | 71.24平米 | 南 | 简装 | 低楼层(共14层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_aYB0atszf_1.jpg.296x216.jpg
20200208,宝山,大华,错层大两房，满五唯一，小区前排，进出方便，诚售,460万,2室2厅 | 88.65平米 | 南 | 简装 | 低楼层(共5层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_058iKKoBe_1.jpg.296x216.jpg
20200208,宝山,大华,南北直通，双阳台，楼层好，视野开阔,580万,2室2厅 | 96.98平米 | 南 | 精装 | 中楼层(共14层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_URuHBnEhX_2.jpg.296x216.jpg
20200208,宝山,大华,琉樽尚品2+1小三房  南北通双阳台  业主诚意出售,536万,3室2厅 | 92.44平米 | 南 | 精装 | 18层 | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_PCYQ7xphQ_1.jpg.296x216.jpg
20200208,宝山,大华,户型正气，南北通透，满五唯一，位置佳，诚意出售,560万,2室2厅 | 100平米 | 南 北 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_6Vwg1kuji_1.jpg.296x216.jpg
20200208,宝山,大华,别错过哦！难得正气三房！一楼带花园，实际使用面积多房主自荐,580万,3室2厅 | 115.03平米 | 南 北 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_kmx4AMJnl_1.jpg.296x216.jpg
20200208,宝山,大华,中环一号一期，动迁房没有增值税，中式精装拎包入住,585万,3室2厅 | 111.18平米 | 东南 | 精装 | 低楼层(共13层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HsYI7kIpg_1.jpg.296x216.jpg
20200208,宝山,大华,户型方正，客厅带窗的全明户型，近地铁,250万,1室1厅 | 46.53平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_odLDMfDNi_2.jpg.296x216.jpg
20200208,宝山,大华,满五唯一带产权车位，总高14楼的10楼，价格可谈。,550万,3室2厅 | 93.6平米 | 南 | 精装 | 14层 | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_hZQzJzHB4_2.jpg.296x216.jpg
20200208,宝山,大华,铂金华府 2室2厅 605万,605万,2室2厅 | 87.39平米 | 南 | 精装 | 中楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Qnc6Rhi8D_1.jpg.296x216.jpg
20200208,宝山,大华,文华苑(宝山) 2室2厅 500万房主自荐,500万,2室2厅 | 85.76平米 | 南 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_S3DIB6eEQ_1.jpg.296x216.jpg
20200208,宝山,大华,得房率高，户型方正，交通便利，看房方便，车位充足,436万,2室2厅 | 77.09平米 | 东 西 | 精装 | 低楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_gdPNSvrU7_2.jpg.296x216.jpg
20200208,宝山,大华,康泰新城 2室2厅 470万,470万,2室2厅 | 94.42平米 | 南 北 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_DMAC1zRH1_1.jpg.296x216.jpg
20200208,宝山,大华,地铁口2年精装修，满五唯一，拎包入住,420万,2室1厅 | 86.88平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_wBgOixYk0_1.jpg.296x216.jpg
20200208,宝山,大华,大华二村 2室1厅 333万,333万,2室1厅 | 64.8平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Wp772gkth_1.jpg.296x216.jpg
20200208,宝山,大华,中环一号三期 精装三室 人车分流 视野开阔 采光充足,635万,3室2厅 | 107.69平米 | 南 北 | 精装 | 高楼层(共18层) | 2014年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_XeVJkQIIv_1.jpg.296x216.jpg
20200208,宝山,大华,二手买进，满五唯一，带大花园，位置好，户型佳,490万,2室2厅 | 92.59平米 | 南 | 精装 | 低楼层(共7层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_6rtvBE2cy_1.jpg.296x216.jpg
20200208,宝山,大华,四期南北通两房   带25平花园    满五唯一税费少,480万,2室2厅 | 88.5平米 | 南 | 其他 | 低楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_n3Z7bp4y5_2.jpg.296x216.jpg
20200208,宝山,大华,大华一村 1室1厅 195万,195万,1室1厅 | 41.26平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-8f52af0a-1eef-4bf2-a4bd-2851f09ce1be.jpg.296x216.jpg
20200208,宝山,大华,2000年+100万装修+满五唯一+南北通透房主自荐,715万,3室2厅 | 145.65平米 | 南 北 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-3e6322c9-a48b-4e6d-9cce-4eaba42693ac.jpg.296x216.jpg
20200208,宝山,大华,水岸蓝桥，精装两房，电梯高区，南北通，位置好，诚售,585万,2室2厅 | 89.86平米 | 南 | 精装 | 高楼层(共18层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_pENAwZNOg_1.jpg.296x216.jpg
20200208,宝山,大华,三房带两个大花园，边套全明户型，精装修拎包入住房主自荐,480万,3室1厅 | 88.48平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-41146906-0d97-45d1-9660-195a2f2c1ceb.jpg.296x216.jpg
20200208,宝山,大华,中环边次新小区，满五唯一，楼层虽低，采光无影响,520万,2室2厅 | 98.82平米 | 南 北 | 精装 | 低楼层(共13层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-07bc9a84-3210-4f80-9394-6db3b8c6885b.jpg.296x216.jpg
20200208,宝山,大华,梧桐城邦一期、拎包入住、满五唯一、房东诚意出售,520万,3室2厅 | 117.99平米 | 南 北 | 精装 | 低楼层(共5层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-fa43d191-55d2-440a-8975-3aac20ab54f2.jpg.296x216.jpg
20200208,宝山,大华,南北通一居室，满五唯一，采光无遮挡。,329万,1室1厅 | 62.57平米 | 南 | 其他 | 中楼层(共6层) | 1998年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-222a1996-ec8a-4901-bd5d-e999deede0f2.jpg.296x216.jpg
20200208,宝山,大华,南边无遮挡+户型佳+有花园 业主急售,750万,3室2厅 | 148.95平米 | 南 北 | 其他 | 低楼层(共6层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-14f8c1fb-9f95-48c2-8cdc-64cbd636611c.jpg.296x216.jpg
20200208,宝山,大华,刚需客户看过来！刚装修好的精装两房，总价低，近地铁,295万,2室1厅 | 63.64平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_otxiDLcs0_1.jpg.296x216.jpg
20200208,宝山,大华,中环边，品质小区，大两房，阳台大，毛坯装修空间大,498万,3室2厅 | 90.85平米 | 东 南 | 毛坯 | 18层 | 2012年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_GECrFGN2R_1.jpg.296x216.jpg
20200208,宝山,大华,视野开阔 总价低  业主诚意出售,280万,1室1厅 | 51.83平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_VIAhHa5zt_1.jpg.296x216.jpg
20200208,宝山,大华,急售！全明边套户型 南北通 居家装修 采光好 得房率高,485万,3室2厅 | 100.14平米 | 南 北 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_eU75caGFj_2.jpg.296x216.jpg
